Id,SalePrice
1461,109589.14937
1462,145207.29429
1463,194886.33548
1464,192746.61119
1465,164072.12474
1466,197101.70437
1467,155471.23995
1468,180669.70958
1469,146142.0196
1470,108364.07469
1471,169255.04006
1472,117423.54951
1473,126210.80319
1474,179876.71284
1475,104298.92902
1476,251923.20088
1477,187571.87348
1478,200743.87004
1479,211102.46749
1480,279233.74587
1481,245417.24838
1482,172226.72207
1483,168078.63076
1484,151524.1752
1485,172585.5261
1486,203688.96777
1487,262695.52868
1488,191973.97891
1489,158358.93746
1490,180933.73176
1491,197441.6433
1492,119539.06759
1493,183215.50115
1494,253077.8731
1495,243467.60869
1496,182689.95438
1497,199222.49274
1498,156684.80589
1499,156684.80589
1500,160026.00376
1501,184788.53199
1502,145332.76271
1503,152084.10109
1504,213248.49172
1505,183040.38612
1506,211681.10043
1507,264209.10862
1508,251599.33835
1509,169090.37179
1510,137560.27409
1511,135722.14235
1512,184614.01648
1513,207200.71873
1514,203269.289
1515,261633.93993
1516,188611.35946
1517,129167.11423
1518,192746.61119
1519,181988.28094
1520,130390.91373
1521,135481.65149
1522,164293.52674
1523,145830.71148
1524,123892.13486
1525,116146.88308
1526,117508.46241
1527,117253.64979
1528,136922.04684
1529,132986.45005
1530,150319.08851
1531,183451.63939
1532,113059.61095
1533,146608.48408
1534,139071.3331
1535,168208.94287
1536,138594.87064
1537,103942.45328
1538,189475.84633
1539,286462.61426
1540,245884.23759
1541,156044.69252
1542,166661.96688
1543,199096.31874
1544,97896.044417
1545,129493.91371
1546,134678.77536
1547,154754.36256
1548,151930.94867
1549,121890.77579
1550,186877.59844
1551,124224.4326
1552,191756.8907
1553,162806.28316
1554,144817.11327
1555,198799.06158
1556,136922.04684
1557,150088.25785
1558,111589.95681
1559,186283.56375
1560,199222.49274
1561,211928.8919
1562,109239.69058
1563,106780.76695
1564,148623.00692
1565,153764.72317
1566,157028.53552
1567,97072.515316
1568,224094.57152
1569,193261.01016
1570,124722.21233
1571,160640.04573
1572,132743.98555
1573,158913.63703
1574,165715.83945
1575,153230.78196
1576,209445.7124
1577,158730.0025
1578,178905.58686
1579,115549.1785
1580,200237.25941
1581,120717.21749
1582,107837.34193
1583,223852.26737
1584,233464.50143
1585,105365.4416
1586,86189.839108
1587,117847.86845
1588,134678.77536
1589,128512.51836
1590,126540.64458
1591,115121.48692
1592,165533.52809
1593,106074.05059
1594,320129.20472
1595,170628.45976
1596,203543.58439
1597,239706.62033
1598,196846.59586
1599,121388.37933
1600,155845.04811
1601,76345.737921
1602,127445.9379
1603,114435.85171
1604,196335.98073
1605,218820.79121
1606,164529.37191
1607,266339.5467
1608,170067.55996
1609,157987.52354
1610,178817.19798
1611,140101.43193
1612,177577.90704
1613,169887.13469
1614,113834.56737
1615,126210.80319
1616,126210.80319
1617,126210.80319
1618,107661.53515
1619,104031.61811
1620,349465.61629
1621,140891.75354
1622,181900.49554
1623,209528.6747
1624,209030.70306
1625,108364.07469
1626,177932.34304
1627,193089.60488
1628,247981.30992
1629,194800.92778
1630,266246.94691
1631,181812.69316
1632,203772.86192
1633,173302.23889
1634,195483.77001
1635,185137.365
1636,155751.6298
1637,220286.27947
1638,229638.99756
1639,198460.05618
1640,277531.17114
1641,201502.82667
1642,216205.70679
1643,215385.89285
1644,210191.89992
1645,194202.6528
1646,148774.62722
1647,156031.81743
1648,133390.16432
1649,122726.26459
1650,106780.76695
1651,106780.76695
1652,117423.54951
1653,117423.54951
1654,187918.62484
1655,142923.25218
1656,179876.71284
1657,187918.62484
1658,179876.71284
1659,104298.92902
1660,128512.51836
1661,330581.77239
1662,278789.99803
1663,227235.04566
1664,277605.28308
1665,203940.6087
1666,207783.68686
1667,266096.21075
1668,204527.28752
1669,186443.15111
1670,209943.28891
1671,205949.28037
1672,260950.57749
1673,298267.28164
1674,192918.13859
1675,171148.506
1676,166444.28275
1677,171148.506
1678,263982.2936
1679,241511.69005
1680,216205.70679
1681,179876.71284
1682,201923.97433
1683,175356.21072
1684,179876.71284
1685,182865.2039
1686,158544.5135
1687,172585.5261
1688,194971.72818
1689,191888.05397
1690,182777.58756
1691,169706.63256
1692,225948.76392
1693,172585.5261
1694,184962.98146
1695,177577.90704
1696,250225.83181
1697,177577.90704
1698,278568.01791
1699,230677.57899
1700,230517.9194
1701,244014.13683
1702,200575.05683
1703,197356.68057
1704,201081.32586
1705,177755.16046
1706,263831.04017
1707,178109.45493
1708,175088.85009
1709,186356.21295
1710,179170.64856
1711,208864.60683
1712,212259.09998
1713,197696.44359
1714,188351.70369
1715,196931.64675
1716,136442.59285
1717,130228.00721
1718,131610.12581
1719,210274.74406
1720,184788.53199
1721,128020.69316
1722,128020.69316
1723,148584.25451
1724,179347.26906
1725,235367.84522
1726,203437.20215
1727,168802.96402
1728,187224.86497
1729,174910.51872
1730,216041.84382
1731,116828.46793
1732,106780.76695
1733,106780.76695
1734,139522.27721
1735,110982.54835
1736,110982.54835
1737,226753.03289
1738,205531.45682
1739,301722.11328
1740,203101.32022
1741,139467.88578
1742,184788.53199
1743,179523.81986
1744,200406.18665
1745,176004.83354
1746,264511.4073
1747,230996.76535
1748,275081.00295
1749,169164.66361
1750,136282.62476
1751,213995.45838
1752,106780.76695
1753,163401.83154
1754,230517.9194
1755,167715.99466
1756,109414.4759
1757,106780.76695
1758,147772.05299
1759,203269.289
1760,143957.22707
1761,142309.87582
1762,236791.31198
1763,163996.51105
1764,115121.48692
1765,172452.30322
1766,179612.06915
1767,189562.20799
1768,130472.3364
1769,145207.29429
1770,136383.47719
1771,135160.73052
1772,149317.79159
1773,135000.15545
1774,214729.14008
1775,123725.85197
1776,127856.5831
1777,100440.6185
1778,121136.86838
1779,135802.26801
1780,160340.33678
1781,135000.15545
1782,100350.18836
1783,170608.37617
1784,121807.10077
1785,125053.62337
1786,255227.63423
1787,200068.27502
1788,82211.207808
1789,105187.99095
1790,94214.12863
1791,267902.79481
1792,149163.50717
1793,121890.77579
1794,114350.03161
1795,127281.53128
1796,130309.47068
1797,129575.56191
1798,121974.4278
1799,94862.579003
1800,133632.15787
1801,180317.4392
1802,157934.50985
1803,180744.98423
1804,113490.40423
1805,122308.80618
1806,149009.15876
1807,221098.75231
1808,143408.95353
1809,180581.66782
1810,162657.25963
1811,200996.9832
1812,154297.92213
1813,145129.29174
1814,106515.96866
1815,83480.927549
1816,100350.18836
1817,184614.01648
1818,226190.16495
1819,141995.22875
1820,102511.6119
1821,156801.71462
1822,159890.35172
1823,100802.01329
1824,153154.44378
1825,197016.68291
1826,130309.47068
1827,118102.166
1828,190855.74781
1829,124556.37439
1830,206617.09233
1831,221098.75231
1832,235842.71668
1833,219960.95392
1834,152772.52377
1835,214564.82608
1836,170628.45976
1837,109239.69058
1838,150933.94374
1839,92257.921974
1840,181852.59352
1841,152184.85952
1842,148393.78397
1843,122893.08859
1844,121388.37933
1845,207117.38391
1846,129983.49411
1847,199302.44933
1848,88104.025098
1849,149394.90984
1850,124639.30442
1851,168649.88817
1852,125963.19522
1853,142342.54876
1854,123642.67692
1855,145908.56346
1856,215795.95589
1857,195509.64927
1858,243701.8952
1859,186790.74138
1860,118316.30264
1861,184875.76498
1862,385163.00608
1863,385163.00608
1864,385163.00608
1865,171650.76944
1866,202597.07932
1867,180933.73176
1868,212424.12681
1869,164986.11023
1870,161686.13684
1871,183565.53011
1872,176868.18254
1873,205865.74287
1874,117678.21448
1875,180493.60884
1876,206950.67393
1877,178817.19798
1878,183040.38612
1879,110547.86822
1880,111156.22934
1881,193346.68994
1882,240256.56456
1883,203017.31495
1884,215057.61697
1885,184875.76498
1886,211598.47743
1887,176424.02455
1888,192575.02257
1889,174553.6371
1890,130879.14473
1891,124556.37439
1892,107837.34193
1893,148236.45247
1894,199053.16361
1895,162806.28316
1896,142781.32433
1897,140417.77451
1898,138356.39309
1899,137560.27409
1900,137241.3092
1901,163327.43563
1902,140812.80147
1903,263074.25076
1904,127856.5831
1905,189043.80099
1906,185747.18975
1907,187833.78003
1908,121220.7286
1909,137321.07826
1910,137321.07826
1911,224175.31623
1912,254307.20031
1913,238998.80499
1914,79548.560027
1915,196506.24486
1916,101972.98151
1917,229798.90172
1918,112196.04272
1919,141916.52331
1920,191973.97891
1921,228518.41513
1922,195910.06113
1923,244404.21378
1924,181900.49554
1925,226753.03289
1926,223852.26737
1927,119201.59859
1928,175267.10868
1929,100711.71335
1930,126128.28885
1931,108451.76365
1932,141916.52331
1933,168135.40695
1934,192746.61119
1935,181109.66076
1936,192746.61119
1937,195483.77001
1938,173481.23139
1939,171796.6143
1940,164072.12474
1941,195227.81639
1942,201671.32804
1943,169255.04006
1944,307086.73171
1945,216205.70679
1946,156347.67766
1947,201755.55756
1948,182689.95438
1949,199899.23339
1950,162237.99602
1951,230757.39217
1952,207783.68686
1953,157708.73325
1954,229159.01696
1955,143565.68873
1956,289800.74409
1957,178817.19798
1958,252385.32385
1959,208615.36315
1960,113059.61095
1961,106780.76695
1962,117423.54951
1963,117423.54951
1964,166080.2212
1965,179876.71284
1966,142923.25218
1967,190855.74781
1968,261861.56841
1969,221585.66186
1970,283067.8118
1971,286149.41734
1972,251692.01193
1973,232669.60481
1974,251769.08437
1975,226012.85367
1976,190252.53469
1977,275750.09549
1978,278789.99803
1979,214729.14008
1980,171957.4223
1981,209279.74826
1982,169706.63256
1983,169706.63256
1984,194630.06732
1985,179788.51563
1986,190338.75489
1987,160949.14759
1988,185050.18146
1989,202597.07932
1990,224498.17858
1991,171148.506
1992,216860.66164
1993,176157.31451
1994,250997.93357
1995,196761.53024
1996,241433.32141
1997,239313.49319
1998,226109.70942
1999,235605.32891
2000,264662.50471
2001,241276.55352
2002,190511.14835
2003,248743.52866
2004,215385.89285
2005,180229.3285
2006,172406.1615
2007,197526.59137
2008,158358.93746
2009,200575.05683
2010,197781.34776
2011,132986.45005
2012,153126.70533
2013,193175.31514
2014,199222.49274
2015,197271.70319
2016,198968.47739
2017,204024.46135
2018,117168.66292
2019,106780.76695
2020,109064.79307
2021,106780.76695
2022,177577.90704
2023,195910.06113
2024,278271.93406
2025,285856.50587
2026,160856.92887
2027,156684.80589
2028,174196.46272
2029,188005.27259
2030,195654.33114
2031,143722.35537
2032,152160.65411
2033,188697.87954
2034,175267.10868
2035,208366.00004
2036,191200.09803
2037,193003.87937
2038,256452.81398
2039,138117.75063
2040,297337.19266
2041,230338.0709
2042,210274.74406
2043,177311.89384
2044,176004.83354
2045,194117.12465
2046,194544.61454
2047,155589.77203
2048,112109.5395
2049,203269.289
2050,170920.79824
2051,119707.65892
2052,128020.69316
2053,128348.6606
2054,110460.85
2055,183390.54911
2056,145830.71148
2057,121555.93728
2058,224659.53996
2059,133067.23217
2060,178463.4671
2061,163550.58265
2062,127199.29605
2063,108364.07469
2064,131122.98654
2065,114264.18568
2066,208449.13436
2067,206283.29469
2068,211267.856
2069,107221.5136
2070,131691.24539
2071,89244.561369
2072,153459.70509
2073,122225.24598
2074,143878.95358
2075,125301.95075
2076,107837.34193
2077,139467.88578
2078,120801.1944
2079,167715.99466
2080,117168.66292
2081,141207.38468
2082,209279.74826
2083,164886.91354
2084,103317.43798
2085,128266.70026
2086,129575.56191
2087,144739.0265
2088,147617.12315
2089,89244.561369
2090,154982.38045
2091,191888.05397
2092,197186.71112
2093,176004.83354
2094,120801.1944
2095,178109.45493
2096,109850.95054
2097,125219.1969
2098,158236.03832
2099,62391.607003
2100,191372.17993
2101,194715.50506
2102,154526.20991
2103,119960.3676
2104,253154.7761
2105,161313.57302
2106,125715.39198
2107,264209.10862
2108,117168.66292
2109,126293.2959
2110,130390.91373
2111,170774.65408
2112,204108.30019
2113,135802.26801
2114,142152.58718
2115,171066.89233
2116,114178.31388
2117,183478.04797
2118,169706.63256
2119,119623.37516
2120,136282.62476
2121,109589.14937
2122,129820.3829
2123,101793.18459
2124,226351.0416
2125,217678.24194
2126,202260.63907
2127,224336.77069
2128,166440.50089
2129,98169.936958
2130,161014.36701
2131,223124.72297
2132,166626.19384
2133,121890.77579
2134,160026.00376
2135,97347.335161
2136,169887.13469
2137,123059.82185
2138,124805.09816
2139,126540.64458
2140,117847.86845
2141,121388.37933
2142,124639.30442
2143,129003.59016
2144,130146.52331
2145,115121.48692
2146,134035.09064
2147,202681.15438
2148,146841.49327
2149,110286.73104
2150,185834.24203
2151,125136.42111
2152,159665.16876
2153,158988.85424
2154,106780.76695
2155,140496.81551
2156,287904.37074
2157,194630.06732
2158,241511.69005
2159,228598.52969
2160,170968.53875
2161,193689.25702
2162,247438.30921
2163,206450.22055
2164,184701.2825
2165,196080.47347
2166,117678.21448
2167,176512.89198
2168,206867.29875
2169,196846.59586
2170,211185.16823
2171,132905.64826
2172,124887.96192
2173,188784.38372
2174,238447.70051
2175,221342.26076
2176,208116.51723
2177,251383.62751
2178,206283.29469
2179,105365.4416
2180,212424.12681
2181,178905.58686
2182,189303.07563
2183,171418.31474
2184,126210.80319
2185,121304.56558
2186,129085.36257
2187,128266.70026
2188,150549.77717
2189,415618.59814
2190,152184.85952
2191,152184.85952
2192,99625.566334
2193,122976.46655
2194,129901.94877
2195,112541.78869
2196,135321.22914
2197,142309.87582
2198,177045.72055
2199,219146.79453
2200,144191.94525
2201,140101.43193
2202,184788.53199
2203,165997.21406
2204,220611.41253
2205,148700.26944
2206,126128.28885
2207,185506.51462
2208,238447.70051
2209,217351.35778
2210,121220.7286
2211,111589.95681
2212,126045.75287
2213,135000.15545
2214,169896.73315
2215,110982.54835
2216,221991.09239
2217,94955.0696
2218,147694.59621
2219,122642.8185
2220,106780.76695
2221,196506.24486
2222,196335.98073
2223,264852.54625
2224,210937.02702
2225,215221.78
2226,199983.76136
2227,183827.87633
2228,186964.43931
2229,207617.19151
2230,178640.36764
2231,193432.35451
2232,183303.0335
2233,161870.17369
2234,178463.4671
2235,198799.06158
2236,203269.289
2237,222720.12052
2238,169887.13469
2239,126210.80319
2240,155658.18902
2241,135000.15545
2242,121890.77579
2243,181549.18393
2244,117508.46241
2245,117508.46241
2246,131772.34495
2247,146483.64761
2248,102511.6119
2249,105099.22061
2250,108977.30214
2251,212259.09998
2252,191286.14674
2253,173481.23139
2254,200406.18665
2255,202092.3348
2256,188351.70369
2257,289252.20148
2258,155471.23995
2259,195995.27473
2260,129167.11423
2261,154722.54013
2262,144582.80228
2263,310673.39257
2264,252231.32057
2265,152543.18797
2266,193432.35451
2267,210377.86303
2268,228998.93387
2269,164437.96327
2270,181900.49554
2271,197866.23733
2272,219960.95392
2273,154535.1383
2274,170698.44537
2275,158544.5135
2276,168078.63076
2277,215631.96819
2278,152390.22063
2279,111156.22934
2280,111156.22934
2281,169255.04006
2282,169255.04006
2283,126210.80319
2284,136442.59285
2285,142923.25218
2286,117508.46241
2287,210605.9899
2288,200406.18665
2289,235367.84522
2290,276270.05112
2291,268353.67748
2292,229319.05524
2293,268503.90421
2294,283802.74271
2295,248523.83441
2296,237738.38632
2297,233623.35052
2298,209445.7124
2299,298201.83867
2300,255840.51811
2301,210771.53451
2302,193603.63804
2303,202681.15438
2304,211598.47743
2305,143095.27687
2306,143095.27687
2307,171508.21316
2308,188438.27155
2309,190424.95944
2310,168078.63076
2311,175356.21072
2312,212847.9963
2313,186877.59844
2314,180053.05528
2315,183303.0335
2316,204778.51482
2317,168259.83121
2318,184090.07254
2319,179876.71284
2320,162054.12669
2321,191458.19762
2322,162789.1037
2323,149060.00334
2324,172585.5261
2325,185921.27796
2326,174375.08657
2327,221423.40638
2328,225223.93942
